,Blinkroot,Daybloom,Deathweed,Fireblossom,Moonglow,Shiverthorn,Waterleaf
Herb_Bag_565,18,11,27,12,29,22,6
Herb_Bag_566,17,18,13,24,26,17,11
Herb_Bag_567,27,18,33,2,19,31,9
Herb_Bag_568,28,15,17,23,38,10,9
Herb_Bag_569,0,25,9,12,21,18,15
Herb_Bag_570,11,12,23,5,37,24,14
Herb_Bag_571,23,29,11,4,18,36,9
Herb_Bag_572,20,18,22,7,31,20,15
Herb_Bag_573,17,9,29,32,27,16,11
Herb_Bag_574,15,15,56,27,32,1,17
Herb_Bag_575,12,7,18,18,25,18,15
Herb_Bag_576,21,11,5,25,18,29,11
Herb_Bag_577,12,13,0,18,33,15,11
Herb_Bag_578,30,18,12,9,32,5,14
Herb_Bag_579,21,18,3,18,22,34,9
Herb_Bag_580,15,24,19,11,29,18,1
Herb_Bag_581,24,18,0,5,16,1,6
Herb_Bag_582,32,15,28,22,29,13,13
Herb_Bag_583,21,21,22,28,25,7,13
Herb_Bag_584,22,19,39,24,41,12,9
Herb_Bag_585,6,14,22,18,32,7,8
Herb_Bag_586,19,21,28,6,28,26,6
Herb_Bag_587,10,23,23,13,38,28,8
Herb_Bag_588,3,26,6,10,43,0,15
Herb_Bag_589,29,27,31,14,32,24,14
Herb_Bag_590,34,18,10,9,27,30,7
Herb_Bag_591,18,21,24,17,33,29,7
Herb_Bag_592,13,16,22,23,24,6,7
Herb_Bag_593,26,10,18,16,39,21,16
Herb_Bag_594,29,18,15,9,20,2,16
Herb_Bag_595,4,15,40,17,35,21,11
Herb_Bag_596,14,2,35,14,28,10,13
Herb_Bag_597,17,16,9,25,39,24,12
Herb_Bag_598,24,15,48,15,15,11,8
Herb_Bag_599,8,30,26,27,25,6,8
Herb_Bag_600,25,10,11,13,16,33,9
Herb_Bag_601,34,20,40,19,24,0,12
Herb_Bag_602,17,20,1,22,35,12,6
Herb_Bag_603,16,14,7,7,24,14,9
Herb_Bag_604,20,25,30,24,26,26,14
Herb_Bag_605,40,17,19,16,19,14,11
Herb_Bag_606,33,18,20,15,27,29,11
Herb_Bag_607,6,15,49,17,33,27,14
Herb_Bag_608,21,14,18,23,13,11,13
Herb_Bag_609,2,18,26,5,28,27,7
Herb_Bag_610,19,24,18,9,34,27,9
Herb_Bag_611,32,23,24,15,35,4,5
Herb_Bag_612,3,14,33,24,32,31,11
Herb_Bag_613,21,18,3,10,29,18,7
Herb_Bag_614,11,12,20,14,20,24,11
Herb_Bag_615,10,26,11,0,16,26,5
Herb_Bag_616,28,11,39,33,25,26,8
Herb_Bag_617,13,20,41,8,15,16,11
Herb_Bag_618,25,23,12,10,34,21,9
Herb_Bag_619,8,17,20,17,22,41,10
Herb_Bag_620,7,33,7,15,25,9,8
Herb_Bag_621,7,21,31,9,34,14,17
Herb_Bag_622,14,20,30,19,21,9,8
Herb_Bag_623,17,15,23,13,40,20,6
Herb_Bag_624,31,15,21,10,33,2,6
Herb_Bag_625,16,21,14,12,37,10,11
Herb_Bag_626,22,18,0,12,31,27,12
Herb_Bag_627,20,16,38,22,29,21,15
Herb_Bag_628,15,19,15,36,33,21,11
Herb_Bag_629,21,19,48,12,21,29,15
Herb_Bag_630,33,25,39,15,25,27,9
Herb_Bag_631,22,16,33,7,14,7,10
Herb_Bag_632,21,8,44,12,25,13,14
Herb_Bag_633,14,27,12,6,30,6,4
Herb_Bag_634,18,18,26,20,15,9,13
Herb_Bag_635,8,15,14,16,27,26,11
Herb_Bag_636,15,9,33,11,31,23,8
Herb_Bag_637,33,20,35,3,36,23,9
Herb_Bag_638,20,17,6,35,14,15,11
Herb_Bag_639,11,18,23,2,11,27,11
Herb_Bag_640,18,21,32,24,26,18,12
Herb_Bag_641,17,9,0,28,27,21,12
Herb_Bag_642,16,10,30,7,32,9,15
Herb_Bag_643,26,20,39,11,38,15,5
Herb_Bag_644,9,5,45,20,32,24,14
Herb_Bag_645,5,21,0,10,24,43,12
Herb_Bag_646,18,21,49,23,15,8,3
Herb_Bag_647,23,25,23,26,24,13,11
Herb_Bag_648,20,21,4,11,23,37,7
Herb_Bag_649,23,17,20,12,42,23,2
Herb_Bag_650,19,23,12,13,13,32,9
Herb_Bag_651,19,6,30,24,33,14,8
Herb_Bag_652,21,21,10,24,34,30,5
Herb_Bag_653,28,7,39,10,20,21,8
Herb_Bag_654,25,9,0,30,33,10,13
Herb_Bag_655,14,17,40,30,20,14,8
Herb_Bag_656,21,21,9,31,32,0,16
Herb_Bag_657,30,14,9,17,27,15,15
Herb_Bag_658,7,15,18,14,24,32,13
Herb_Bag_659,26,14,33,14,21,22,7
Herb_Bag_660,7,10,15,21,22,40,12
Herb_Bag_661,10,12,31,17,16,9,9
Herb_Bag_662,0,19,22,4,31,7,10
Herb_Bag_663,10,17,17,11,29,38,9
Herb_Bag_664,1,11,13,24,37,31,9
Herb_Bag_665,15,13,4,18,20,2,5
Herb_Bag_666,17,8,21,14,36,7,13
Herb_Bag_667,19,27,8,19,22,19,16
Herb_Bag_668,7,17,15,17,30,6,3
Herb_Bag_669,19,15,11,12,31,19,15
Herb_Bag_670,23,14,41,24,23,4,6
Herb_Bag_671,21,20,3,38,27,20,9
Herb_Bag_672,34,12,20,9,28,20,14
Herb_Bag_673,22,13,16,13,21,19,14
Herb_Bag_674,17,21,18,8,27,15,6
Herb_Bag_675,6,11,21,9,34,16,12
Herb_Bag_676,0,23,40,14,27,17,11
Herb_Bag_677,5,17,7,0,38,3,15
Herb_Bag_678,24,30,6,10,26,19,14
Herb_Bag_679,18,23,5,9,17,8,6
Herb_Bag_680,16,25,16,12,26,25,6
Herb_Bag_681,11,19,22,4,17,14,7
Herb_Bag_682,41,25,16,25,24,18,11
Herb_Bag_683,23,22,26,10,24,16,8
Herb_Bag_684,4,16,38,35,31,10,18
Herb_Bag_685,20,17,0,14,28,20,10
Herb_Bag_686,24,23,19,15,24,33,5
Herb_Bag_687,10,21,20,1,36,40,9
Herb_Bag_688,29,20,12,27,38,7,5
Herb_Bag_689,17,16,12,16,28,36,9
Herb_Bag_690,19,21,23,24,24,14,17
Herb_Bag_691,12,19,18,14,34,24,10
Herb_Bag_692,21,8,28,4,28,7,12
Herb_Bag_693,11,12,35,2,37,0,11
Herb_Bag_694,14,23,9,9,20,21,10
Herb_Bag_695,11,14,12,13,23,14,10
Herb_Bag_696,8,13,20,19,28,25,13
Herb_Bag_697,24,26,4,23,28,19,6
Herb_Bag_698,27,26,49,15,22,8,8
Herb_Bag_699,6,17,9,0,22,0,12
Herb_Bag_700,35,23,49,17,20,26,10
Herb_Bag_701,31,16,37,24,28,10,13
Herb_Bag_702,11,20,38,23,28,36,8
Herb_Bag_703,16,22,25,14,33,32,4
Herb_Bag_704,23,10,36,18,20,34,5
Herb_Bag_705,17,14,25,14,28,18,6
Herb_Bag_706,24,17,23,14,33,28,13
Herb_Bag_707,18,14,19,8,28,24,12
Herb_Bag_708,25,25,20,11,29,17,13
Herb_Bag_709,14,12,30,27,37,24,11
Herb_Bag_710,17,20,17,21,35,25,15
Herb_Bag_711,32,10,39,21,6,13,9
Herb_Bag_712,28,21,21,7,25,17,11
Herb_Bag_713,19,22,27,22,29,7,10
Herb_Bag_714,24,14,12,14,16,34,8
Herb_Bag_715,24,23,1,23,19,22,9
Herb_Bag_716,36,9,28,10,24,27,6
Herb_Bag_717,18,24,15,34,23,30,8
Herb_Bag_718,17,19,10,6,34,15,6
Herb_Bag_719,15,12,27,0,18,30,7
Herb_Bag_720,8,17,34,19,24,1,13
Herb_Bag_721,9,21,27,18,21,22,15
Herb_Bag_722,8,13,24,0,24,14,13
Herb_Bag_723,18,17,22,25,26,5,12
Herb_Bag_724,28,11,21,11,31,27,5
Herb_Bag_725,13,12,27,9,33,19,11
Herb_Bag_726,14,25,23,10,37,7,15
Herb_Bag_727,23,16,2,13,20,31,5
Herb_Bag_728,33,10,8,13,31,24,14
Herb_Bag_729,9,23,12,40,33,10,9
Herb_Bag_730,15,19,15,11,27,21,6
Herb_Bag_731,17,10,12,28,29,7,9
Herb_Bag_732,13,20,19,1,24,35,5
Herb_Bag_733,28,0,31,14,21,0,8
Herb_Bag_734,8,17,32,16,25,27,8
Herb_Bag_735,20,16,16,8,31,24,8
Herb_Bag_736,7,19,27,0,23,28,9
Herb_Bag_737,18,17,6,18,28,15,6
Herb_Bag_738,29,24,26,26,30,2,16
Herb_Bag_739,2,24,41,6,35,13,9
Herb_Bag_740,9,19,37,24,25,21,6
Herb_Bag_741,5,19,33,0,22,19,12
Herb_Bag_742,11,20,21,18,26,26,16
Herb_Bag_743,15,9,26,5,19,31,4
Herb_Bag_744,16,20,37,24,24,30,2
Herb_Bag_745,23,14,4,5,22,9,10
Herb_Bag_746,16,22,21,26,32,30,8
Herb_Bag_747,8,15,20,14,17,27,7
Herb_Bag_748,18,21,19,26,23,29,14
Herb_Bag_749,12,16,31,19,22,6,12
Herb_Bag_750,14,6,4,29,32,11,14
Herb_Bag_751,14,0,0,13,30,4,5
Herb_Bag_752,14,10,22,9,17,6,15
Herb_Bag_753,14,15,22,13,29,12,6
Herb_Bag_754,22,21,22,14,18,15,9
Herb_Bag_755,20,14,4,9,13,25,14
Herb_Bag_756,8,13,53,18,32,37,11
Herb_Bag_757,26,28,42,9,37,32,8
Herb_Bag_758,25,8,20,10,23,9,3
Herb_Bag_759,33,17,35,20,15,17,2
Herb_Bag_760,25,17,11,20,38,21,12
Herb_Bag_761,14,21,26,13,45,20,17
Herb_Bag_762,10,17,48,21,31,13,7
Herb_Bag_763,11,2,44,14,30,10,13
Herb_Bag_764,4,19,45,27,23,20,6
Herb_Bag_765,12,22,31,28,11,17,7
Herb_Bag_766,3,19,13,14,19,19,0
Herb_Bag_767,17,13,12,23,35,16,8
Herb_Bag_768,18,12,1,12,32,23,14
Herb_Bag_769,8,19,8,11,23,24,6
Herb_Bag_770,8,24,7,13,22,16,15
Herb_Bag_771,10,18,4,0,43,24,3
Herb_Bag_772,28,27,31,10,31,21,5
Herb_Bag_773,19,21,33,22,12,37,8
Herb_Bag_774,12,15,46,1,30,21,8
Herb_Bag_775,11,12,31,17,20,10,10
Herb_Bag_776,13,18,22,19,22,27,18
Herb_Bag_777,14,23,21,21,35,22,11
Herb_Bag_778,22,14,41,10,32,5,16
Herb_Bag_779,8,14,36,24,23,3,11
Herb_Bag_780,10,20,46,15,21,27,6
Herb_Bag_781,15,16,3,23,28,21,7
Herb_Bag_782,26,8,32,23,20,18,5
Herb_Bag_783,22,17,32,3,21,7,9
Herb_Bag_784,19,13,16,29,29,23,9
Herb_Bag_785,28,17,32,24,30,15,11
Herb_Bag_786,25,20,20,12,27,18,6
Herb_Bag_787,15,23,9,9,43,11,7
Herb_Bag_788,6,26,17,17,22,12,11
Herb_Bag_789,9,22,0,5,33,30,0
Herb_Bag_790,8,27,15,24,27,22,11
Herb_Bag_791,8,19,23,15,29,41,11
Herb_Bag_792,17,24,0,2,33,12,12
Herb_Bag_793,10,19,33,6,21,9,15
Herb_Bag_794,21,26,20,14,19,34,17
Herb_Bag_795,25,14,47,18,10,1,8
Herb_Bag_796,13,21,40,8,22,13,7
Herb_Bag_797,15,8,36,23,28,12,11
Herb_Bag_798,13,11,7,27,35,22,11
Herb_Bag_799,35,12,18,22,29,34,5
Herb_Bag_800,14,21,29,4,19,35,11
Herb_Bag_801,26,21,23,14,20,29,5
Herb_Bag_802,17,16,7,13,24,33,13
Herb_Bag_803,25,24,13,10,25,12,6
Herb_Bag_804,23,20,33,0,33,8,12
Herb_Bag_805,28,18,23,17,32,7,7
Herb_Bag_806,7,16,18,12,25,22,10
Herb_Bag_807,20,23,27,27,8,14,8
Herb_Bag_808,14,24,0,17,28,32,7
Herb_Bag_809,26,18,24,5,25,27,14
Herb_Bag_810,29,16,31,23,25,26,13
Herb_Bag_811,11,17,25,16,32,3,9
Herb_Bag_812,12,16,34,38,36,15,8
Herb_Bag_813,20,10,0,12,35,41,4
Herb_Bag_814,15,26,16,6,32,8,9
Herb_Bag_815,35,18,29,11,22,7,5
Herb_Bag_816,23,25,16,25,21,26,9
Herb_Bag_817,5,21,5,19,24,23,10
Herb_Bag_818,20,12,16,13,27,18,12
Herb_Bag_819,12,36,28,17,25,16,7
Herb_Bag_820,24,19,14,13,18,16,8
Herb_Bag_821,13,21,10,15,26,14,11
Herb_Bag_822,9,27,4,8,32,42,13
Herb_Bag_823,11,14,7,21,24,9,10
Herb_Bag_824,11,14,24,20,30,2,8
Herb_Bag_825,16,16,30,26,34,14,21
Herb_Bag_826,21,20,16,32,10,32,15
Herb_Bag_827,15,27,8,26,22,22,4
Herb_Bag_828,17,15,26,18,22,18,9
Herb_Bag_829,19,18,32,8,34,25,13
Herb_Bag_830,6,13,37,15,23,24,17
Herb_Bag_831,20,15,33,29,27,19,6
Herb_Bag_832,23,23,32,20,24,33,4
Herb_Bag_833,24,27,23,7,24,29,14
Herb_Bag_834,18,4,34,9,26,17,11
Herb_Bag_835,19,28,11,8,31,14,5
Herb_Bag_836,23,21,37,18,25,8,9
Herb_Bag_837,21,22,9,16,23,18,11
Herb_Bag_838,25,11,43,19,27,10,9
Herb_Bag_839,29,22,19,21,27,23,10
Herb_Bag_840,22,10,5,18,29,4,12
Herb_Bag_841,19,17,31,4,27,34,8
Herb_Bag_842,30,24,34,14,32,14,13
Herb_Bag_843,13,19,10,15,29,12,12
Herb_Bag_844,17,26,41,22,29,28,7
Herb_Bag_845,21,20,19,15,32,18,8
Herb_Bag_846,24,19,15,19,26,4,12
Herb_Bag_847,16,24,36,6,25,25,14
Herb_Bag_848,14,14,11,15,30,30,10
Herb_Bag_849,15,23,58,17,35,33,9
Herb_Bag_850,23,9,9,10,18,14,10
Herb_Bag_851,32,22,43,20,15,21,9
Herb_Bag_852,29,26,5,13,32,7,6
Herb_Bag_853,33,18,44,21,31,29,8
Herb_Bag_854,16,25,29,2,21,12,7
Herb_Bag_855,26,21,13,19,18,10,14
Herb_Bag_856,14,23,16,8,16,23,13
Herb_Bag_857,30,8,14,25,26,32,12
Herb_Bag_858,15,24,21,22,41,28,8
Herb_Bag_859,4,14,50,15,20,33,12
Herb_Bag_860,21,20,30,9,31,17,5
Herb_Bag_861,23,9,12,13,24,4,11
Herb_Bag_862,2,13,38,19,19,11,7
Herb_Bag_863,30,4,32,13,24,20,9
Herb_Bag_864,24,15,61,7,30,21,13
Herb_Bag_865,25,15,18,6,35,30,10
Herb_Bag_866,14,16,0,21,11,20,12
Herb_Bag_867,10,16,46,23,18,28,8
Herb_Bag_868,23,13,33,6,23,15,10
Herb_Bag_869,30,16,18,14,37,10,9
Herb_Bag_870,18,12,20,12,36,23,11
Herb_Bag_871,24,16,18,13,27,19,10
Herb_Bag_872,23,25,33,25,26,13,10
Herb_Bag_873,15,31,5,15,36,30,12
Herb_Bag_874,10,13,49,18,17,27,11
Herb_Bag_875,18,14,31,12,25,14,13
Herb_Bag_876,9,10,0,20,28,20,7
Herb_Bag_877,6,25,21,11,22,9,1
Herb_Bag_878,24,18,37,4,40,18,13
Herb_Bag_879,15,19,27,11,33,14,5
Herb_Bag_880,15,12,12,38,14,12,12
Herb_Bag_881,28,25,24,14,18,35,11
Herb_Bag_882,9,9,21,15,14,46,10
Herb_Bag_883,14,23,43,17,23,17,14
Herb_Bag_884,30,14,34,1,23,30,17
Herb_Bag_885,30,10,30,18,12,30,8
Herb_Bag_886,19,9,18,10,30,21,8
Herb_Bag_887,16,17,33,10,32,7,9
Herb_Bag_888,6,6,36,18,27,0,9
Herb_Bag_889,20,16,12,21,32,27,6
Herb_Bag_890,10,10,40,18,22,27,15
Herb_Bag_891,12,22,30,20,19,26,9
Herb_Bag_892,19,13,20,23,30,31,6
Herb_Bag_893,24,13,11,13,16,34,10
Herb_Bag_894,18,17,33,11,24,10,8
Herb_Bag_895,13,25,42,27,22,16,11
Herb_Bag_896,17,19,28,10,27,17,5
Herb_Bag_897,8,14,2,7,33,14,6
Herb_Bag_898,28,7,38,5,15,20,10
Herb_Bag_899,17,21,28,16,22,35,15
Herb_Bag_900,11,19,23,33,24,11,7
Herb_Bag_901,17,15,11,16,29,23,7
Herb_Bag_902,8,20,0,7,33,20,12
Herb_Bag_903,27,21,15,20,20,22,13
Herb_Bag_904,5,15,14,27,30,15,5
Herb_Bag_905,31,15,35,12,25,38,9
Herb_Bag_906,23,16,0,10,25,18,12
Herb_Bag_907,17,19,33,15,27,30,1
Herb_Bag_908,12,26,21,12,30,24,11
Herb_Bag_909,34,18,25,12,23,28,14
Herb_Bag_910,28,18,19,8,23,14,13
Herb_Bag_911,18,30,20,15,28,27,12
Herb_Bag_912,12,4,33,0,30,6,16
Herb_Bag_913,22,27,22,15,23,29,13
Herb_Bag_914,12,28,10,33,30,18,11
Herb_Bag_915,30,8,24,20,29,21,11
Herb_Bag_916,31,16,34,27,28,23,6
Herb_Bag_917,22,13,31,17,24,1,13
Herb_Bag_918,17,7,39,11,29,29,12
Herb_Bag_919,21,13,22,24,36,23,14
Herb_Bag_920,37,26,32,12,37,26,8
Herb_Bag_921,16,28,46,2,19,19,12
Herb_Bag_922,0,16,31,16,25,4,11
Herb_Bag_923,28,24,22,3,37,19,9
Herb_Bag_924,0,12,14,29,37,23,10
Herb_Bag_925,17,22,11,13,15,21,7
Herb_Bag_926,11,15,38,5,24,16,6
Herb_Bag_927,6,17,9,14,17,19,9
Herb_Bag_928,29,20,8,17,25,13,4
Herb_Bag_929,15,12,41,12,30,6,9
Herb_Bag_930,32,15,28,32,31,27,13
Herb_Bag_931,16,21,17,18,26,26,5
Herb_Bag_932,30,18,55,14,29,20,10
Herb_Bag_933,18,9,53,8,16,15,6
Herb_Bag_934,9,25,25,16,28,30,10
Herb_Bag_935,11,19,61,16,21,13,6
Herb_Bag_936,25,17,21,17,32,2,12
Herb_Bag_937,32,18,13,22,35,16,11
Herb_Bag_938,10,17,21,17,39,16,6
Herb_Bag_939,27,19,35,21,28,15,11
Herb_Bag_940,15,12,45,15,37,17,14
Herb_Bag_941,30,19,23,16,20,21,1
Herb_Bag_942,16,19,28,9,18,20,10
Herb_Bag_943,23,20,0,18,21,7,13
Herb_Bag_944,4,16,11,6,39,20,9
Herb_Bag_945,18,14,25,18,28,27,13
Herb_Bag_946,15,14,21,4,26,16,6
Herb_Bag_947,23,17,23,15,23,20,21
Herb_Bag_948,18,13,30,7,29,23,12
Herb_Bag_949,21,14,10,24,23,24,15
Herb_Bag_950,17,6,25,2,21,12,16
Herb_Bag_951,16,13,29,18,23,16,10
Herb_Bag_952,19,10,6,12,26,22,6
Herb_Bag_953,15,11,38,15,25,11,10
Herb_Bag_954,16,15,50,23,15,16,8
Herb_Bag_955,20,7,34,5,12,19,10
Herb_Bag_956,17,9,36,25,34,16,20
Herb_Bag_957,25,16,35,16,44,20,5
Herb_Bag_958,19,14,16,10,32,23,9
Herb_Bag_959,13,0,38,19,24,19,11
Herb_Bag_960,8,11,56,20,30,33,10
Herb_Bag_961,21,19,19,13,27,29,10
Herb_Bag_962,29,19,20,21,26,21,9
Herb_Bag_963,3,15,25,21,30,26,16
Herb_Bag_964,4,20,8,21,27,31,6
Herb_Bag_965,37,13,21,18,20,19,7
Herb_Bag_966,11,13,34,27,24,42,4
Herb_Bag_967,28,25,33,25,21,32,14
Herb_Bag_968,4,8,9,18,27,1,15
Herb_Bag_969,15,19,30,7,32,40,8
Herb_Bag_970,23,25,25,17,33,30,10
Herb_Bag_971,25,16,23,29,24,14,12
Herb_Bag_972,15,19,0,29,15,5,12
Herb_Bag_973,23,16,41,24,26,22,15
Herb_Bag_974,28,26,38,3,22,14,12
Herb_Bag_975,22,12,14,23,33,24,14
Herb_Bag_976,2,22,28,0,29,22,16
Herb_Bag_977,21,11,11,28,22,5,12
Herb_Bag_978,21,19,19,13,31,21,6
Herb_Bag_979,21,24,31,2,26,23,10
Herb_Bag_980,17,24,32,28,39,31,7
Herb_Bag_981,21,13,27,24,34,8,13
Herb_Bag_982,18,16,37,16,17,14,8
Herb_Bag_983,24,20,15,25,25,28,11
Herb_Bag_984,14,10,1,8,18,22,6
Herb_Bag_985,18,10,10,13,31,20,6
Herb_Bag_986,2,20,28,12,22,27,15
Herb_Bag_987,28,22,21,12,30,16,11
Herb_Bag_988,24,18,7,22,29,25,14
Herb_Bag_989,17,24,6,29,21,14,7
Herb_Bag_990,25,28,32,6,39,30,10
Herb_Bag_991,14,18,16,4,17,21,4
Herb_Bag_992,22,19,32,19,19,15,10
Herb_Bag_993,13,12,3,18,20,0,7
Herb_Bag_994,10,14,34,29,27,9,12
Herb_Bag_995,21,11,32,11,34,18,9
Herb_Bag_996,24,11,36,1,17,33,3
Herb_Bag_997,24,20,12,9,25,15,16
Herb_Bag_998,13,12,15,35,40,33,10
Herb_Bag_999,20,16,26,18,22,15,5
Herb_Bag_1000,26,7,25,19,36,25,11
Herb_Bag_1001,19,9,13,17,25,6,5
Herb_Bag_1002,20,23,16,19,15,22,13
Herb_Bag_1003,19,13,0,8,17,23,10
Herb_Bag_1004,18,18,27,18,25,23,7
Herb_Bag_1005,11,10,10,16,25,27,10
Herb_Bag_1006,13,19,9,27,25,27,8
Herb_Bag_1007,13,28,15,12,21,35,4
Herb_Bag_1008,20,18,16,6,30,12,11
Herb_Bag_1009,17,21,41,12,46,13,4
Herb_Bag_1010,23,4,20,37,15,16,10
Herb_Bag_1011,22,15,24,11,20,11,6
Herb_Bag_1012,11,25,1,8,31,23,9
Herb_Bag_1013,13,20,0,16,30,16,11
Herb_Bag_1014,32,11,13,11,16,26,12
Herb_Bag_1015,11,12,60,10,21,31,11
Herb_Bag_1016,12,24,0,10,29,35,8
Herb_Bag_1017,0,18,60,5,37,25,10
Herb_Bag_1018,16,2,24,21,24,24,7
Herb_Bag_1019,1,16,24,8,31,31,8
Herb_Bag_1020,14,17,14,9,31,22,11
Herb_Bag_1021,9,24,29,23,29,30,6
Herb_Bag_1022,1,21,0,15,21,14,11
Herb_Bag_1023,17,26,54,15,31,13,5
Herb_Bag_1024,14,9,5,17,28,28,9
Herb_Bag_1025,11,19,33,19,35,27,10
Herb_Bag_1026,14,17,41,34,30,20,13
Herb_Bag_1027,8,13,20,26,21,23,9
Herb_Bag_1028,23,15,35,18,21,28,18
Herb_Bag_1029,28,18,4,13,30,30,14
Herb_Bag_1030,15,26,28,11,22,15,8
Herb_Bag_1031,0,26,5,21,29,21,11
Herb_Bag_1032,15,16,12,19,28,13,7
Herb_Bag_1033,12,9,50,5,20,25,6
Herb_Bag_1034,16,18,22,8,27,31,13
Herb_Bag_1035,18,19,19,17,26,28,10
Herb_Bag_1036,7,15,12,13,16,24,5
Herb_Bag_1037,9,17,35,21,21,20,9
Herb_Bag_1038,12,22,33,26,30,7,10
Herb_Bag_1039,23,17,38,10,22,33,10
Herb_Bag_1040,15,8,18,14,13,12,13
Herb_Bag_1041,24,15,7,18,19,15,13
Herb_Bag_1042,33,7,36,16,28,19,16
Herb_Bag_1043,28,24,25,25,30,28,12
Herb_Bag_1044,25,19,28,11,30,14,6
Herb_Bag_1045,0,16,12,7,24,33,8
Herb_Bag_1046,17,23,10,0,27,17,8
Herb_Bag_1047,19,17,0,13,26,20,12
Herb_Bag_1048,12,18,28,2,24,24,10
Herb_Bag_1049,2,22,38,23,30,19,15
Herb_Bag_1050,1,27,40,6,13,19,5
Herb_Bag_1051,6,13,28,13,28,19,5
Herb_Bag_1052,26,13,23,21,30,24,9
Herb_Bag_1053,8,10,30,11,28,30,8
Herb_Bag_1054,17,21,25,13,21,19,10
Herb_Bag_1055,11,12,6,16,28,8,13
Herb_Bag_1056,18,21,42,25,29,35,0
Herb_Bag_1057,11,20,19,13,32,29,12
Herb_Bag_1058,13,15,2,17,15,8,10
Herb_Bag_1059,6,21,6,16,22,23,11
Herb_Bag_1060,9,7,46,7,12,18,9
Herb_Bag_1061,13,14,14,9,24,16,5
Herb_Bag_1062,29,15,34,33,22,17,6
Herb_Bag_1063,20,31,37,7,28,30,4
Herb_Bag_1064,15,23,12,12,31,10,9
Herb_Bag_1065,13,17,42,23,30,34,5
Herb_Bag_1066,21,11,23,3,20,23,11
Herb_Bag_1067,26,23,38,7,22,23,8
Herb_Bag_1068,16,7,33,2,33,20,10
Herb_Bag_1069,18,12,42,22,23,16,9
Herb_Bag_1070,26,14,0,10,32,7,5
Herb_Bag_1071,4,6,32,12,31,21,14
Herb_Bag_1072,5,6,16,11,15,11,5
Herb_Bag_1073,1,8,28,20,30,17,10
Herb_Bag_1074,38,21,26,18,13,15,16
Herb_Bag_1075,11,11,6,9,29,28,11
Herb_Bag_1076,13,18,35,13,21,0,6
Herb_Bag_1077,7,17,9,14,29,17,8
Herb_Bag_1078,24,14,0,19,28,26,9
Herb_Bag_1079,7,15,21,20,28,13,7
Herb_Bag_1080,15,21,25,16,29,30,14
Herb_Bag_1081,17,11,22,22,33,12,6
Herb_Bag_1082,17,15,9,4,34,39,9
Herb_Bag_1083,12,12,17,9,33,16,10
Herb_Bag_1084,27,15,46,5,26,26,5
Herb_Bag_1085,18,20,22,11,36,19,4
Herb_Bag_1086,18,19,18,3,27,54,8
Herb_Bag_1087,22,10,10,12,16,10,17
Herb_Bag_1088,32,10,33,12,28,31,9
Herb_Bag_1089,35,27,40,9,22,8,9
Herb_Bag_1090,17,18,13,23,23,9,14
Herb_Bag_1091,10,18,22,0,29,20,11
Herb_Bag_1092,9,17,50,14,13,29,13
Herb_Bag_1093,26,8,31,16,18,32,7
Herb_Bag_1094,32,20,20,12,16,25,12
Herb_Bag_1095,24,29,7,14,27,16,14
Herb_Bag_1096,10,1,12,15,19,22,9
Herb_Bag_1097,12,26,52,13,30,14,14
Herb_Bag_1098,21,20,0,21,32,24,8
Herb_Bag_1099,29,9,19,20,29,18,7
Herb_Bag_1100,12,18,9,12,28,12,6
Herb_Bag_1101,24,16,14,12,23,9,11
Herb_Bag_1102,24,20,26,16,26,37,6
Herb_Bag_1103,20,13,47,13,26,19,6
Herb_Bag_1104,12,22,38,30,32,10,6
Herb_Bag_1105,18,13,52,9,30,11,10
Herb_Bag_1106,14,15,27,16,32,17,10
Herb_Bag_1107,28,22,21,1,37,21,9
Herb_Bag_1108,18,13,7,17,32,1,14
Herb_Bag_1109,15,17,23,9,24,28,8
Herb_Bag_1110,2,23,18,11,27,24,13
Herb_Bag_1111,20,12,35,15,26,21,14
Herb_Bag_1112,0,14,17,24,15,13,11
Herb_Bag_1113,12,25,34,24,24,6,11
Herb_Bag_1114,10,11,0,8,30,15,14
Herb_Bag_1115,26,13,27,14,43,17,9
Herb_Bag_1116,7,18,25,6,24,32,8
Herb_Bag_1117,9,7,15,25,27,25,13
Herb_Bag_1118,26,17,7,27,33,27,10
Herb_Bag_1119,32,8,0,12,21,21,4
Herb_Bag_1120,32,17,41,25,30,12,4
Herb_Bag_1121,24,25,12,15,34,7,8
Herb_Bag_1122,22,23,26,7,23,42,8
Herb_Bag_1123,26,27,14,24,18,33,3
Herb_Bag_1124,18,16,22,6,23,27,10
Herb_Bag_1125,22,25,10,26,15,21,3
Herb_Bag_1126,22,20,7,12,13,16,4
Herb_Bag_1127,11,2,26,6,14,19,11
Herb_Bag_1128,20,14,32,3,20,8,12
Herb_Bag_1129,11,14,28,0,32,34,13
Herb_Bag_1130,10,22,21,0,20,38,13
Herb_Bag_1131,24,17,35,10,28,27,11
Herb_Bag_1132,20,11,29,18,31,6,8
Herb_Bag_1133,23,29,33,16,26,17,10
Herb_Bag_1134,19,25,12,15,16,17,10
Herb_Bag_1135,7,21,47,21,21,26,12
Herb_Bag_1136,15,16,9,23,15,16,9
Herb_Bag_1137,36,22,23,20,25,26,11
Herb_Bag_1138,22,17,26,10,32,20,8
Herb_Bag_1139,38,7,22,3,20,12,13
